session_id,user_id,session_date,platform,app_version
S17771,U07173,27-01-2025,Android,2
S17772,U04463,27-01-2025,iOS,2
S17773,U06604,27-01-2025,iOS,1
S17774,U08477,27-01-2025,Android,1
S17775,U05884,27-01-2025,iOS,2
S17776,U09073,27-01-2025,Android,2
S17777,U00340,27-01-2025,iOS,1
S17778,U03670,27-01-2025,Android,2
S17779,U06262,27-01-2025,Android,2
S17780,U09690,27-01-2025,Android,1
S17781,U07045,27-01-2025,Android,1
S17782,U03409,27-01-2025,Android,1
S17783,U00410,27-01-2025,Android,2
S17784,U06222,27-01-2025,iOS,1
S17785,U01327,27-01-2025,Android,2
S17786,U05876,27-01-2025,iOS,2
S17787,U03120,27-01-2025,Android,2
S17788,U06189,27-01-2025,iOS,2
S17789,U00648,27-01-2025,iOS,1
S17790,U06923,27-01-2025,iOS,1
S17791,U04864,27-01-2025,Android,2
S17792,U06603,27-01-2025,iOS,2
S17793,U06479,27-01-2025,Android,1
S17794,U00718,27-01-2025,iOS,2
S17795,U04667,27-01-2025,Android,1
S17796,U00630,27-01-2025,Android,1
S17797,U06839,27-01-2025,Android,2
S17798,U08774,27-01-2025,iOS,1
S17799,U04185,27-01-2025,iOS,2
S17800,U02140,27-01-2025,Android,1
S17801,U07347,27-01-2025,iOS,1
S17802,U02054,27-01-2025,Android,2
S17803,U08296,27-01-2025,Android,1
S17804,U07245,27-01-2025,iOS,1
S17805,U02826,27-01-2025,iOS,1
S17806,U06735,27-01-2025,iOS,1
S17807,U00368,27-01-2025,Android,1
S17808,U02795,27-01-2025,Android,1
S17809,U03649,27-01-2025,iOS,2
S17810,U06481,27-01-2025,Android,1
S17811,U07615,27-01-2025,Android,1
S17812,U00667,27-01-2025,Android,1
S17813,U09583,27-01-2025,iOS,1
S17814,U06523,27-01-2025,Android,2
S17815,U04953,27-01-2025,iOS,1
S17816,U01066,27-01-2025,iOS,2
S17817,U04709,27-01-2025,Android,2
S17818,U05102,27-01-2025,Android,2
S17819,U07643,27-01-2025,Android,2
S17820,U07390,27-01-2025,iOS,2
S17821,U07052,27-01-2025,Android,2
S17822,U00272,27-01-2025,Android,2
S17823,U09039,27-01-2025,Android,2
S17824,U07521,27-01-2025,Android,1
S17825,U09210,27-01-2025,Android,1
S17826,U09083,27-01-2025,Android,1
S17827,U00214,27-01-2025,iOS,1
S17828,U09261,27-01-2025,iOS,1
S17829,U03463,27-01-2025,Android,1
S17830,U08948,27-01-2025,Android,2
S17831,U02363,27-01-2025,iOS,2
S17832,U07887,27-01-2025,iOS,2
S17833,U03582,27-01-2025,iOS,2
S17834,U06851,27-01-2025,Android,1
S17835,U02845,27-01-2025,Android,2
S17836,U00910,27-01-2025,Android,2
S17837,U06270,27-01-2025,Android,2
S17838,U05997,27-01-2025,iOS,1
S17839,U02786,27-01-2025,iOS,1
S17840,U01538,27-01-2025,Android,1
S17841,U05248,27-01-2025,Android,2
S17842,U07043,27-01-2025,iOS,1
S17843,U08955,27-01-2025,Android,2
S17844,U09579,27-01-2025,iOS,1
S17845,U01597,27-01-2025,Android,2
S17846,U02810,27-01-2025,Android,1
S17847,U08993,27-01-2025,Android,1
S17848,U00959,27-01-2025,Android,2
S17849,U04561,27-01-2025,Android,1
S17850,U01187,27-01-2025,iOS,2
S17851,U07986,27-01-2025,Android,2
S17852,U01700,27-01-2025,Android,2
S17853,U06101,27-01-2025,Android,1
S17854,U01521,27-01-2025,Android,1
S17855,U05732,27-01-2025,Android,2
S17856,U01365,27-01-2025,Android,2
S17857,U03989,27-01-2025,Android,1
S17858,U00773,27-01-2025,Android,2
S17859,U05368,27-01-2025,Android,1
S17860,U01379,27-01-2025,Android,1
S17861,U03269,27-01-2025,Android,1
S17862,U06074,27-01-2025,Android,2
S17863,U03903,27-01-2025,Android,1
S17864,U05413,27-01-2025,iOS,1
S17865,U00576,27-01-2025,Android,2
S17866,U07465,27-01-2025,Android,2
S17867,U08434,27-01-2025,Android,2
S17868,U05278,27-01-2025,Android,2
S17869,U08037,27-01-2025,Android,2
S17870,U09366,27-01-2025,Android,2
S17871,U00969,27-01-2025,iOS,2
S17872,U05645,27-01-2025,iOS,1
S17873,U00183,27-01-2025,iOS,2
S17874,U08351,27-01-2025,Android,2
S17875,U04730,27-01-2025,Android,1
S17876,U01122,27-01-2025,Android,2
S17877,U06235,27-01-2025,Android,1
S17878,U00259,27-01-2025,Android,2
S17879,U04945,27-01-2025,Android,1
S17880,U02580,27-01-2025,Android,1
S17881,U05482,27-01-2025,Android,1
S17882,U09942,27-01-2025,Android,1
S17883,U05942,27-01-2025,iOS,2
S17884,U09285,27-01-2025,Android,2
S17885,U09967,27-01-2025,Android,2
S17886,U07923,27-01-2025,iOS,1
S17887,U02017,27-01-2025,Android,1
S17888,U09483,27-01-2025,Android,2
S17889,U01002,27-01-2025,Android,1
S17890,U01665,27-01-2025,Android,1
S17891,U05391,27-01-2025,Android,1
S17892,U02340,27-01-2025,Android,1
S17893,U01449,27-01-2025,Android,1
S17894,U01114,27-01-2025,Android,1
S17895,U01501,27-01-2025,iOS,2
S17896,U01662,27-01-2025,Android,1
S17897,U04571,27-01-2025,Android,2
S17898,U05935,27-01-2025,Android,1
S17899,U07001,27-01-2025,Android,1
S17900,U08439,27-01-2025,iOS,2
S17901,U02440,27-01-2025,Android,1
S17902,U06195,27-01-2025,iOS,2
S17903,U06514,27-01-2025,Android,2
S17904,U00308,27-01-2025,iOS,1
S17905,U07319,27-01-2025,Android,2
S17906,U06043,27-01-2025,iOS,2
S17907,U00120,27-01-2025,iOS,2
S17908,U06238,27-01-2025,Android,2
S17909,U08203,27-01-2025,Android,1
S17910,U06653,27-01-2025,Android,2
S17911,U07780,27-01-2025,Android,1
S17912,U07652,27-01-2025,Android,1
S17913,U08208,27-01-2025,Android,1
S17914,U02465,27-01-2025,Android,2
S17915,U04690,27-01-2025,Android,2
S17916,U08009,27-01-2025,Android,2
S17917,U00571,27-01-2025,Android,2
S17918,U07917,27-01-2025,Android,1
S17919,U00531,27-01-2025,iOS,1
S17920,U07341,27-01-2025,iOS,1
S17921,U03622,27-01-2025,Android,2
S17922,U03568,27-01-2025,iOS,2
S17923,U03853,27-01-2025,Android,1
S17924,U02298,27-01-2025,Android,1
S17925,U02044,27-01-2025,iOS,2
S17926,U03759,27-01-2025,iOS,2
S17927,U02097,27-01-2025,iOS,2
S17928,U03220,27-01-2025,Android,2
S17929,U04135,27-01-2025,Android,2
S17930,U02948,27-01-2025,Android,1
S17931,U07833,27-01-2025,Android,1
S17932,U07787,27-01-2025,Android,1
S17933,U04263,27-01-2025,Android,2
S17934,U06536,27-01-2025,Android,1
S17935,U09370,27-01-2025,iOS,2
S17936,U06857,27-01-2025,iOS,2
S17937,U06223,27-01-2025,Android,2
S17938,U04441,27-01-2025,Android,1
S17939,U07801,27-01-2025,Android,1
S17940,U05069,27-01-2025,Android,2
S17941,U06306,27-01-2025,Android,1
S17942,U03297,27-01-2025,iOS,1
S17943,U04404,27-01-2025,iOS,2
S17944,U01532,27-01-2025,iOS,2
S17945,U02739,27-01-2025,Android,1
S17946,U02749,27-01-2025,Android,1
S17947,U02330,27-01-2025,Android,2
S17948,U09566,27-01-2025,Android,2
S17949,U08428,27-01-2025,Android,1
S17950,U04489,27-01-2025,Android,2
S17951,U06503,27-01-2025,iOS,1
S17952,U02977,27-01-2025,Android,2
S17953,U05229,27-01-2025,iOS,1
S17954,U00149,27-01-2025,Android,1
S17955,U04065,27-01-2025,iOS,2
S17956,U05271,27-01-2025,Android,2
S17957,U05532,27-01-2025,iOS,2
S17958,U08294,27-01-2025,iOS,1
S17959,U03964,27-01-2025,Android,2
S17960,U05365,27-01-2025,Android,1
S17961,U01410,27-01-2025,Android,2
S17962,U01716,27-01-2025,iOS,2
S17963,U05798,27-01-2025,Android,1
S17964,U03509,27-01-2025,Android,2
S17965,U00331,27-01-2025,Android,2
S17966,U04011,27-01-2025,Android,2
S17967,U01879,27-01-2025,Android,1
S17968,U02169,27-01-2025,iOS,1
S17969,U08375,27-01-2025,Android,2
S17970,U07975,27-01-2025,Android,2
S17971,U08012,27-01-2025,iOS,1
S17972,U04452,27-01-2025,Android,1
S17973,U01440,27-01-2025,Android,1
S17974,U00246,27-01-2025,Android,2
S17975,U08524,27-01-2025,iOS,2
S17976,U03695,27-01-2025,iOS,1
S17977,U04802,27-01-2025,iOS,1
S17978,U05138,27-01-2025,Android,1
S17979,U03659,27-01-2025,Android,1
S17980,U06380,27-01-2025,Android,2
S17981,U05192,27-01-2025,Android,1
S17982,U04735,27-01-2025,Android,2
S17983,U06693,27-01-2025,Android,2
S17984,U06261,27-01-2025,Android,2
S17985,U05190,27-01-2025,iOS,2
S17986,U00857,27-01-2025,Android,2
S17987,U06291,27-01-2025,iOS,1
S17988,U07585,27-01-2025,Android,1
S17989,U02880,27-01-2025,Android,1
S17990,U07756,27-01-2025,Android,1
S17991,U07104,27-01-2025,Android,1
S17992,U06272,27-01-2025,Android,1
S17993,U09211,27-01-2025,Android,2
S17994,U05518,27-01-2025,iOS,1
S17995,U00015,27-01-2025,Android,2
S17996,U03337,27-01-2025,Android,2
S17997,U06858,27-01-2025,Android,2
S17998,U09359,27-01-2025,Android,2
S17999,U00082,27-01-2025,iOS,1
S18000,U01474,27-01-2025,Android,1
S18001,U08385,27-01-2025,iOS,1
S18002,U06454,27-01-2025,Android,1
S18003,U06534,27-01-2025,iOS,1
S18004,U04890,27-01-2025,Android,2
S18005,U07128,27-01-2025,Android,1
S18006,U03890,27-01-2025,Android,1
S18007,U09859,27-01-2025,iOS,2
S18008,U03119,27-01-2025,Android,1
S18009,U09328,27-01-2025,Android,1
S18010,U09003,27-01-2025,Android,1
S18011,U03042,27-01-2025,Android,2
S18012,U03745,27-01-2025,iOS,1
S18013,U04429,27-01-2025,Android,2
S18014,U02365,27-01-2025,Android,2
S18015,U01297,27-01-2025,Android,2
S18016,U05467,27-01-2025,iOS,1
S18017,U01998,27-01-2025,Android,1
S18018,U02265,27-01-2025,Android,2
S18019,U01564,27-01-2025,iOS,1
S18020,U05768,27-01-2025,iOS,2
S18021,U00347,27-01-2025,iOS,1
S18022,U04624,27-01-2025,Android,1
S18023,U05297,27-01-2025,Android,1
S18024,U04201,27-01-2025,Android,1
S18025,U08618,27-01-2025,iOS,2
S18026,U00101,27-01-2025,Android,1
S18027,U06546,27-01-2025,Android,2
S18028,U02045,27-01-2025,iOS,1
S18029,U04379,27-01-2025,iOS,1
S18030,U04740,27-01-2025,Android,1
S18031,U03107,27-01-2025,Android,1
S18032,U09379,27-01-2025,Android,1
S18033,U01593,27-01-2025,Android,1
S18034,U03444,27-01-2025,iOS,1
S18035,U07396,27-01-2025,Android,2
S18036,U02247,27-01-2025,Android,2
S18037,U03596,27-01-2025,Android,1
S18038,U05658,27-01-2025,Android,1
S18039,U06168,27-01-2025,Android,2
S18040,U04707,27-01-2025,Android,1
S18041,U08824,27-01-2025,Android,1
S18042,U00778,27-01-2025,Android,1
S18043,U09962,27-01-2025,Android,2
S18044,U02762,27-01-2025,Android,2
S18045,U07099,27-01-2025,Android,1
S18046,U06070,27-01-2025,Android,1
S18047,U03681,27-01-2025,Android,2
S18048,U08857,27-01-2025,iOS,2
S18049,U00853,27-01-2025,Android,1
S18050,U04035,27-01-2025,Android,2
S18051,U04799,27-01-2025,iOS,2
S18052,U03183,27-01-2025,Android,2
S18053,U07466,27-01-2025,Android,2
S18054,U08328,27-01-2025,iOS,1
S18055,U07565,27-01-2025,Android,2
S18056,U03986,27-01-2025,Android,2
S18057,U09932,27-01-2025,iOS,2
S18058,U06834,27-01-2025,Android,1
S18059,U00482,27-01-2025,Android,2
S18060,U09037,27-01-2025,iOS,1
S18061,U09278,27-01-2025,Android,1
S18062,U08020,27-01-2025,Android,1
S18063,U05799,27-01-2025,Android,1
S18064,U02753,27-01-2025,Android,2
S18065,U01363,27-01-2025,Android,1
S18066,U00396,27-01-2025,Android,2
S18067,U09070,27-01-2025,iOS,1
S18068,U09921,27-01-2025,iOS,1
S18069,U07255,27-01-2025,Android,1
S18070,U03915,27-01-2025,Android,2
S18071,U08631,27-01-2025,iOS,1
S18072,U06453,27-01-2025,Android,1
S18073,U09161,27-01-2025,Android,2
S18074,U03578,27-01-2025,Android,2
S18075,U06548,27-01-2025,Android,1
S18076,U05477,27-01-2025,Android,2
S18077,U04542,27-01-2025,iOS,2
S18078,U02270,27-01-2025,Android,1
S18079,U06382,27-01-2025,iOS,1
S18080,U06419,27-01-2025,Android,1
S18081,U03402,27-01-2025,iOS,1
S18082,U06484,27-01-2025,Android,1
S18083,U00097,27-01-2025,iOS,2
S18084,U06637,27-01-2025,Android,2
S18085,U09439,27-01-2025,Android,1
S18086,U05274,27-01-2025,Android,1
S18087,U05886,27-01-2025,iOS,2
S18088,U00093,27-01-2025,Android,1
S18089,U04388,27-01-2025,Android,2
S18090,U03050,27-01-2025,iOS,1
S18091,U01254,27-01-2025,Android,2
S18092,U06965,27-01-2025,iOS,2
S18093,U01220,27-01-2025,iOS,1
S18094,U05031,27-01-2025,Android,2
S18095,U06304,27-01-2025,Android,1
S18096,U04625,27-01-2025,Android,2
S18097,U05049,27-01-2025,iOS,2
S18098,U02741,27-01-2025,iOS,1
S18099,U05517,27-01-2025,iOS,1
S18100,U06458,27-01-2025,Android,1
S18101,U01131,27-01-2025,Android,1
S18102,U02256,27-01-2025,Android,2
S18103,U01140,27-01-2025,iOS,1
S18104,U05839,27-01-2025,Android,2
S18105,U02027,27-01-2025,iOS,1
S18106,U09721,27-01-2025,iOS,1
S18107,U08195,27-01-2025,iOS,2
S18108,U05508,27-01-2025,Android,1
S18109,U03658,27-01-2025,Android,2
S18110,U07557,27-01-2025,Android,2
S18111,U09789,27-01-2025,Android,2
S18112,U09931,27-01-2025,Android,1
S18113,U00676,27-01-2025,Android,2
S18114,U00104,27-01-2025,Android,2
S18115,U04509,27-01-2025,Android,1
S18116,U00867,27-01-2025,iOS,1
S18117,U04018,27-01-2025,iOS,1
S18118,U00653,27-01-2025,Android,2
S18119,U08347,27-01-2025,Android,1
S18120,U04610,27-01-2025,iOS,2
S18121,U05187,27-01-2025,Android,1
S18122,U00306,27-01-2025,Android,1
S18123,U07069,27-01-2025,iOS,1
S18124,U02108,27-01-2025,Android,1
S18125,U02720,27-01-2025,Android,1
S18126,U08046,27-01-2025,Android,1
S18127,U08968,27-01-2025,Android,1
S18128,U05790,27-01-2025,iOS,1
S18129,U04314,27-01-2025,Android,2
S18130,U06832,27-01-2025,Android,2
S18131,U02642,27-01-2025,Android,1
S18132,U02042,27-01-2025,iOS,2
S18133,U08788,27-01-2025,iOS,1
S18134,U06831,27-01-2025,Android,1
S18135,U02683,27-01-2025,Android,1
S18136,U02294,27-01-2025,iOS,2
S18137,U01917,27-01-2025,iOS,2
S18138,U07084,27-01-2025,Android,1
S18139,U08119,27-01-2025,Android,1
S18140,U05730,27-01-2025,iOS,2
S18141,U07594,27-01-2025,Android,1
S18142,U03171,27-01-2025,Android,1
S18143,U05213,27-01-2025,iOS,2
S18144,U00290,27-01-2025,Android,1
S18145,U02343,27-01-2025,Android,1
S18146,U03225,27-01-2025,Android,1
S18147,U06398,27-01-2025,Android,1
S18148,U02067,27-01-2025,Android,2
S18149,U07062,27-01-2025,Android,2
S18150,U07315,27-01-2025,Android,2
S18151,U05956,27-01-2025,iOS,2
S18152,U04653,27-01-2025,Android,2
S18153,U05836,27-01-2025,Android,2
S18154,U00550,27-01-2025,Android,1
S18155,U03774,27-01-2025,iOS,1
S18156,U01630,27-01-2025,Android,2
S18157,U00697,27-01-2025,iOS,1
S18158,U04133,27-01-2025,Android,2
S18159,U02675,27-01-2025,iOS,2
S18160,U09927,27-01-2025,Android,1
S18161,U02362,27-01-2025,iOS,1
S18162,U00689,27-01-2025,iOS,2
S18163,U06190,27-01-2025,Android,2
S18164,U07915,27-01-2025,Android,1
S18165,U04196,27-01-2025,iOS,1
S18166,U05878,27-01-2025,Android,1
S18167,U03920,27-01-2025,Android,1
S18168,U00379,27-01-2025,Android,1
S18169,U09265,27-01-2025,Android,2
S18170,U01516,27-01-2025,Android,2
S18171,U01698,27-01-2025,iOS,2
S18172,U02237,27-01-2025,Android,1
S18173,U01339,27-01-2025,iOS,2
S18174,U05596,27-01-2025,Android,2
S18175,U07352,27-01-2025,Android,2
S18176,U07601,27-01-2025,Android,2
S18177,U04484,27-01-2025,iOS,1
S18178,U09805,27-01-2025,Android,2
S18179,U00951,27-01-2025,Android,2
S18180,U09219,27-01-2025,Android,1
S18181,U02400,27-01-2025,iOS,1
S18182,U05815,27-01-2025,Android,2
S18183,U00455,27-01-2025,iOS,2
S18184,U00585,27-01-2025,Android,2
S18185,U03546,27-01-2025,iOS,2
S18186,U01982,27-01-2025,Android,1
S18187,U01735,27-01-2025,Android,2
S18188,U07969,27-01-2025,Android,1
S18189,U06751,27-01-2025,Android,2
S18190,U08152,27-01-2025,Android,1
S18191,U09600,27-01-2025,Android,2
S18192,U05495,27-01-2025,Android,1
S18193,U02535,27-01-2025,Android,2
S18194,U07113,27-01-2025,Android,1
S18195,U03941,27-01-2025,Android,1
S18196,U03822,27-01-2025,iOS,1
S18197,U07667,27-01-2025,iOS,2
S18198,U09145,27-01-2025,Android,1
S18199,U04453,27-01-2025,Android,2
S18200,U02947,27-01-2025,Android,1
S18201,U04443,27-01-2025,iOS,1
S18202,U05443,27-01-2025,Android,2
S18203,U07993,27-01-2025,Android,2
S18204,U09128,27-01-2025,iOS,1
S18205,U05129,27-01-2025,Android,1
S18206,U05438,27-01-2025,Android,1
S18207,U00942,27-01-2025,Android,1
S18208,U03125,27-01-2025,iOS,2
S18209,U05684,27-01-2025,Android,1
S18210,U01961,27-01-2025,Android,1
S18211,U07930,27-01-2025,Android,2
S18212,U02232,27-01-2025,Android,2
S18213,U03924,27-01-2025,Android,1
S18214,U00962,27-01-2025,iOS,2
S18215,U03167,27-01-2025,iOS,2
S18216,U07354,27-01-2025,Android,1
S18217,U04672,27-01-2025,Android,1
S18218,U03383,27-01-2025,Android,1
S18219,U05098,27-01-2025,Android,1
S18220,U02698,27-01-2025,Android,2
S18221,U02873,27-01-2025,Android,1
S18222,U09419,27-01-2025,Android,2
S18223,U07386,27-01-2025,Android,1
S18224,U04038,28-01-2025,Android,2
S18225,U09350,28-01-2025,Android,2
S18226,U07822,28-01-2025,Android,2
S18227,U08764,28-01-2025,Android,1
S18228,U06554,28-01-2025,iOS,1
S18229,U07655,28-01-2025,iOS,2
S18230,U07668,28-01-2025,Android,2
S18231,U06577,28-01-2025,Android,2
S18232,U05307,28-01-2025,Android,2
S18233,U00865,28-01-2025,Android,2
S18234,U01998,28-01-2025,iOS,1
S18235,U02828,28-01-2025,Android,2
S18236,U00819,28-01-2025,Android,2
S18237,U06828,28-01-2025,Android,1
S18238,U09393,28-01-2025,iOS,2
S18239,U00018,28-01-2025,Android,2
S18240,U04110,28-01-2025,iOS,1
S18241,U09138,28-01-2025,Android,1
S18242,U02977,28-01-2025,Android,1
S18243,U05806,28-01-2025,Android,1
S18244,U05582,28-01-2025,iOS,1
S18245,U05963,28-01-2025,Android,2
S18246,U06217,28-01-2025,Android,1
S18247,U05756,28-01-2025,Android,2
S18248,U02094,28-01-2025,iOS,1
S18249,U08192,28-01-2025,Android,1
S18250,U08023,28-01-2025,Android,2
S18251,U09522,28-01-2025,Android,2
S18252,U07284,28-01-2025,Android,1
S18253,U09539,28-01-2025,Android,2
S18254,U06002,28-01-2025,Android,1
S18255,U00077,28-01-2025,Android,1
S18256,U00019,28-01-2025,iOS,2
S18257,U07206,28-01-2025,Android,2
S18258,U00659,28-01-2025,iOS,1
S18259,U08113,28-01-2025,Android,1
S18260,U08393,28-01-2025,iOS,1
S18261,U01749,28-01-2025,Android,1
S18262,U08209,28-01-2025,Android,1
S18263,U04953,28-01-2025,Android,1
S18264,U06087,28-01-2025,iOS,1
S18265,U04773,28-01-2025,iOS,1
S18266,U01280,28-01-2025,Android,1
S18267,U06301,28-01-2025,Android,1
S18268,U05596,28-01-2025,Android,2
S18269,U03446,28-01-2025,iOS,1
S18270,U07573,28-01-2025,Android,1
S18271,U07908,28-01-2025,Android,2
S18272,U04450,28-01-2025,iOS,2
S18273,U09177,28-01-2025,Android,1
S18274,U04030,28-01-2025,iOS,1
S18275,U08613,28-01-2025,iOS,2
S18276,U01322,28-01-2025,Android,1
S18277,U02116,28-01-2025,iOS,1
S18278,U02037,28-01-2025,Android,1
S18279,U03568,28-01-2025,Android,2
S18280,U09404,28-01-2025,Android,1
S18281,U02131,28-01-2025,Android,2
S18282,U06063,28-01-2025,Android,1
S18283,U02771,28-01-2025,Android,2
S18284,U01933,28-01-2025,iOS,1
S18285,U00496,28-01-2025,Android,2
S18286,U01704,28-01-2025,Android,2
S18287,U01945,28-01-2025,Android,2
S18288,U06091,28-01-2025,iOS,2
S18289,U03952,28-01-2025,Android,1
S18290,U04627,28-01-2025,iOS,2
S18291,U05086,28-01-2025,Android,1
S18292,U03722,28-01-2025,Android,2
S18293,U00199,28-01-2025,Android,1
S18294,U06238,28-01-2025,Android,2
S18295,U03754,28-01-2025,iOS,2
S18296,U03579,28-01-2025,Android,2
S18297,U05611,28-01-2025,Android,1
S18298,U05110,28-01-2025,Android,2
S18299,U09969,28-01-2025,Android,2
S18300,U02103,28-01-2025,Android,2
S18301,U09269,28-01-2025,Android,2
S18302,U05372,28-01-2025,Android,1
S18303,U07200,28-01-2025,iOS,2
S18304,U01133,28-01-2025,iOS,2
S18305,U08180,28-01-2025,Android,1
S18306,U06974,28-01-2025,iOS,1
S18307,U05830,28-01-2025,Android,2
S18308,U02888,28-01-2025,Android,2
S18309,U06959,28-01-2025,Android,2
S18310,U02459,28-01-2025,Android,2
S18311,U04190,28-01-2025,Android,2
S18312,U05563,28-01-2025,iOS,1
S18313,U04371,28-01-2025,iOS,2
S18314,U01114,28-01-2025,Android,2
S18315,U09567,28-01-2025,iOS,1
S18316,U07875,28-01-2025,iOS,1
S18317,U00804,28-01-2025,Android,1
S18318,U08414,28-01-2025,Android,2
S18319,U00719,28-01-2025,Android,2
S18320,U05924,28-01-2025,Android,1
S18321,U08470,28-01-2025,Android,2
S18322,U06347,28-01-2025,iOS,2
S18323,U04353,28-01-2025,Android,1
S18324,U08323,28-01-2025,Android,2
S18325,U09212,28-01-2025,Android,2
S18326,U08930,28-01-2025,Android,2
S18327,U07685,28-01-2025,Android,1
S18328,U08032,28-01-2025,Android,1
S18329,U02108,28-01-2025,Android,1
S18330,U05000,28-01-2025,Android,2
S18331,U09276,28-01-2025,Android,2
S18332,U05556,28-01-2025,iOS,1
S18333,U06019,28-01-2025,Android,2
S18334,U07055,28-01-2025,iOS,2
S18335,U06007,28-01-2025,Android,1
S18336,U02415,28-01-2025,iOS,2
S18337,U06362,28-01-2025,Android,2
S18338,U08120,28-01-2025,Android,2
S18339,U06629,28-01-2025,iOS,2
S18340,U01364,28-01-2025,iOS,1
S18341,U00567,28-01-2025,Android,2
S18342,U02370,28-01-2025,Android,1
S18343,U04198,28-01-2025,Android,2
S18344,U08308,28-01-2025,Android,1
S18345,U00462,28-01-2025,Android,2
S18346,U03694,28-01-2025,Android,1
S18347,U09441,28-01-2025,Android,2
S18348,U04668,28-01-2025,Android,1
S18349,U09071,28-01-2025,iOS,1
S18350,U04544,28-01-2025,Android,2
S18351,U05840,28-01-2025,iOS,1
S18352,U01454,28-01-2025,Android,1
S18353,U02008,28-01-2025,iOS,1
S18354,U06730,28-01-2025,Android,1
S18355,U07589,28-01-2025,Android,2
S18356,U00580,28-01-2025,Android,1
S18357,U09500,28-01-2025,Android,1
S18358,U06076,28-01-2025,Android,2
S18359,U07204,28-01-2025,Android,1
S18360,U08893,28-01-2025,Android,1
S18361,U05885,28-01-2025,Android,1
S18362,U04994,28-01-2025,Android,2
S18363,U07219,28-01-2025,Android,1
S18364,U07767,28-01-2025,Android,1
S18365,U09871,28-01-2025,Android,1
S18366,U01245,28-01-2025,iOS,2
S18367,U04839,28-01-2025,Android,2
S18368,U07930,28-01-2025,iOS,2
S18369,U04599,28-01-2025,Android,2
S18370,U02733,28-01-2025,iOS,1
S18371,U06086,28-01-2025,Android,1
S18372,U08842,28-01-2025,Android,1
S18373,U09664,28-01-2025,iOS,1
S18374,U04184,28-01-2025,Android,1
S18375,U02261,28-01-2025,Android,2
S18376,U08979,28-01-2025,Android,2
S18377,U03133,28-01-2025,Android,1
S18378,U06098,28-01-2025,Android,2
S18379,U02763,28-01-2025,Android,1
S18380,U01765,28-01-2025,Android,2
S18381,U00409,28-01-2025,Android,1
S18382,U06486,28-01-2025,Android,1
S18383,U05409,28-01-2025,Android,1
S18384,U03051,28-01-2025,Android,2
S18385,U00417,28-01-2025,Android,1
S18386,U01703,28-01-2025,Android,2
S18387,U06244,28-01-2025,Android,1
S18388,U05353,28-01-2025,Android,1
S18389,U08493,28-01-2025,iOS,2
S18390,U06008,28-01-2025,Android,2
S18391,U04018,28-01-2025,Android,1
S18392,U05989,28-01-2025,Android,2
S18393,U00021,28-01-2025,iOS,1
S18394,U00543,28-01-2025,Android,2
S18395,U07067,28-01-2025,Android,2
S18396,U07015,28-01-2025,Android,1
S18397,U00940,28-01-2025,Android,1
S18398,U03085,28-01-2025,Android,1
S18399,U01672,28-01-2025,Android,2
S18400,U03455,28-01-2025,iOS,2
S18401,U05116,28-01-2025,Android,1
S18402,U08151,28-01-2025,iOS,2
S18403,U01819,28-01-2025,iOS,1
S18404,U02761,28-01-2025,Android,2
S18405,U06682,28-01-2025,iOS,1
S18406,U06488,28-01-2025,iOS,1
S18407,U03105,28-01-2025,Android,1
S18408,U04595,28-01-2025,Android,2
S18409,U08381,28-01-2025,Android,2
S18410,U02984,28-01-2025,iOS,2
S18411,U00075,28-01-2025,Android,2
S18412,U07934,28-01-2025,iOS,2
S18413,U02214,28-01-2025,Android,2
S18414,U03621,28-01-2025,Android,1
S18415,U01980,28-01-2025,Android,1
S18416,U03420,28-01-2025,iOS,1
S18417,U00012,28-01-2025,Android,2
S18418,U03965,28-01-2025,iOS,2
S18419,U01732,28-01-2025,Android,1
S18420,U01155,28-01-2025,Android,1
S18421,U02278,28-01-2025,Android,2
S18422,U03923,28-01-2025,Android,1
S18423,U05671,28-01-2025,Android,2
S18424,U00791,28-01-2025,Android,1
S18425,U00801,28-01-2025,Android,1
S18426,U04464,28-01-2025,Android,1
S18427,U06186,28-01-2025,Android,1
S18428,U06326,28-01-2025,Android,2
S18429,U06346,28-01-2025,Android,2
S18430,U05020,28-01-2025,Android,1
S18431,U05503,28-01-2025,Android,1
S18432,U07742,28-01-2025,Android,2
S18433,U07307,28-01-2025,Android,2
S18434,U07441,28-01-2025,Android,2
S18435,U06231,28-01-2025,Android,1
S18436,U03626,28-01-2025,Android,1
S18437,U07779,28-01-2025,Android,2
S18438,U09955,28-01-2025,Android,2
S18439,U06504,28-01-2025,Android,2
S18440,U09396,28-01-2025,Android,2
S18441,U06844,28-01-2025,Android,2
S18442,U05172,28-01-2025,iOS,2
S18443,U01470,28-01-2025,iOS,2
S18444,U01665,28-01-2025,iOS,2
S18445,U06068,28-01-2025,Android,2
S18446,U01139,28-01-2025,iOS,1
S18447,U05894,28-01-2025,Android,1
S18448,U03941,28-01-2025,Android,1
S18449,U01750,28-01-2025,Android,2
S18450,U07534,28-01-2025,iOS,1
S18451,U05643,28-01-2025,iOS,1
S18452,U03752,28-01-2025,Android,1
S18453,U03861,28-01-2025,Android,1
S18454,U02483,28-01-2025,Android,1
S18455,U08565,28-01-2025,Android,2
S18456,U07495,28-01-2025,Android,2
S18457,U01634,28-01-2025,iOS,2
S18458,U07057,28-01-2025,Android,2
S18459,U03720,28-01-2025,Android,2
